,userid,post,ques,ans,asker,ans1,severity1,bully1,ans2,severity2,bully2,ans3,severity3,bully3,decision
1462,teaachgee,Q: Say your driving down the road in the middle of the night and theres a kid on the side of the road screaming for help  do you stop?<br>A: Thats a really hard question because ive gotten emails saying that highjackers are using baby car seats on the side of roads to get women to stop and see if theres a child in them and then kill them and take their car! I would kind of think the same thing. I would prolly pull over if Timothy was with me  definantly. But alone i'd have to pass and turn around..contemplating. He always tells me not to stop. cause i used to all the time,Say your driving down the road in the middle of the night and theres a kid on the side of the road screaming for help  do you stop?, Thats a really hard question because ive gotten emails saying that highjackers are using baby car seats on the side of roads to get women to stop and see if theres a child in them and then kill them and take their car! I would kind of think the same thing. I would prolly pull over if Timothy was with me  definantly. But alone i'd have to pass and turn around..contemplating. He always tells me not to stop. cause i used to all the time,ChloroformGRL,No,0,,No,0,,No,0,, Thats a really hard question because ive gotten emails saying that highjackers are using baby car seats on the side of roads to get women to stop and see if theres a child in them and then kill them and take their car! I would kind of think the same thing. I would prolly pull over if Timothy was with me  definantly. But alone i'd have to pass and turn around..contemplating. He always tells me not to stop. cause i used to all the time
1463,nicomm,Q: sext me<3 ;)<br>A: give me your number<3 ;),sext me< ;), give me your number<3 ;),None,No,0,,No,0,,No,0,, give me your number<3 ;)
1464,outlaw9000,Q: How often do you add FS contacts ? I add about 2 ppl on a daily basis  give or take depending (:<br>A: almost never I have   like  40 friends Ha ha ha,How often do you add FS contacts ? I add about  ppl on a daily basis  give or take depending (:, almost never I have   like  40 friends Ha ha ha,None,No,0,,No,0,,No,0,, almost never I have   like  40 friends Ha ha ha
1465,avlarios,Q: Ohh yes  yes he is :)<br>A: ur crazy [:,Ohh yes  yes he is :), ur crazy [:,ShellWuvsYou,No,0,,No,0,,No,0,, ur crazy [:
1466,teaachgee,Q: Chocolate or vanilla?<br>A: vanilla.,Chocolate or vanilla?, vanilla.,SamsHairTugger,No,0,,No,0,,No,0,, vanilla.
1467,outlaw9000,Q: what are you doing right now? im eating ice cream :D<br>A: drinking beer,what are you doing right now? im eating ice cream :D, drinking beer,None,No,0,,No,0,,No,0,, drinking beer
1468,zooshay,Q: lol and a carton of marlboro reds is ten bucks!!<br>A: well i dont smoke but ok lmao,lol and a carton of marlboro reds is ten bucks!!, well i dont smoke but ok lmao,Trebla1,No,0,,No,0,Na,No,0,, well i dont smoke but ok lmao
1469,teaachgee,Q: If you bumped your car into another car  but nobody saw you do it  would you leave your name and address?<br>A: Nope. Just cause i wouldn't do that. Im an awesome driver haha,If you bumped your car into another car  but nobody saw you do it  would you leave your name and address?, Nope. Just cause i wouldn't do that. Im an awesome driver haha,SamsHairTugger,No,0,,No,0,,No,0,, Nope. Just cause i wouldn't do that. Im an awesome driver haha
1470,zooshay,Q: do you do your nails?<br>A: yes i do,do you do your nails?, yes i do,Trebla1,No,0,,No,0,,No,0,, yes i do
1471,batmanstar22,Q: If a doctor suddenly had a heart attack while doing surgery  would the other doctors work on the doctor or the patient?<br>A: both :P,If a doctor suddenly had a heart attack while doing surgery  would the other doctors work on the doctor or the patient?, both :P,BUGBEE,No,0,Na,No,0,,No,0,, both :P
1472,maurice28,Q: Weres colombia? wot country? (;  sorry  im bad at georgraphy ;P<br>A: south america... ;D,Weres colombia? wot country? (;  sorry  im bad at georgraphy ;P, south america... ;D,None,No,0,,No,0,,No,0,, south america... ;D
1473,tabithalocascio,Q: Who&#39;s the best ninja you know<br>A: not shailee. me of coarse. :),Who&#;s the best ninja you know, not shailee. me of coarse. :),None,No,0,,No,0,,No,0,, not shailee. me of coarse. :)
1474,teaachgee,Q: What do you question the most in life?<br>A: our reason for existence,What do you question the most in life?, our reason for existence,ChloroformGRL,No,None,,No,0,,No,0,, our reason for existence
1475,batmanstar22,Q: What is your favorite music genre?<br>A: favorite? umm hip hop and r&amp;b basically 102.7 kiis fm and 97.1 amp radio are the only stations i listen to :D,What is your favorite music genre?, favorite? umm hip hop and r&amp;b basically 102.7 kiis fm and 97.1 amp radio are the only stations i listen to :D,BUGBEE,No,0,,No,0,,No,0,, favorite? umm hip hop and r&amp;b basically 102.7 kiis fm and 97.1 amp radio are the only stations i listen to :D
1476,maurice28,Q: @LsvcaP<br>A: :D,@LsvcaP, :D,None,No,0,,No,0,,No,0,, :D
1477,zooshay,Q: Or it it suppose to be... Love is a strange thing?<br>A: yes love is strange and works in mysterious ways =D if its ment tp happen it will but you have to identify if its love and not lust BIG difference,Or it it suppose to be... Love is a strange thing?, yes love is strange and works in mysterious ways =D if its ment tp happen it will but you have to identify if its love and not lust BIG difference,Trebla1,No,0,Na,No,0,,No,0,, yes love is strange and works in mysterious ways =D if its ment tp happen it will but you have to identify if its love and not lust BIG difference
1478,teaachgee,Q: What word describes you best?<br>A: Intriguing.,What word describes you best?, Intriguing.,emahsnouoy,No,0,,No,0,,No,0,, Intriguing.
1479,maurice28,Q: twitter or facebook?<br>A: twitter!,twitter or facebook?, twitter!,BiebersChix,No,0,,No,0,,No,0,, twitter!
1480,maurice28,Q: Hace calor en Colombia??<br>A: si :P,Hace calor en Colombia??, si :P,None,No,0,,No,0,,Yes,3,: Hace calor en Colombia?, si :P
1481,teaachgee,Q: sup? :]<br>A: Well..currently its 6:54 am. My love just left for work and im on formspring answering my 38 questions. Thank you. haha Sup with you? :],sup? :], Well..currently its 6:54 am. My love just left for work and im on formspring answering my 38 questions. Thank you. haha Sup with you? :],emahsnouoy,No,0,,No,0,,No,0,, Well..currently its 6:54 am. My love just left for work and im on formspring answering my 38 questions. Thank you. haha Sup with you? :]
1482,acaciiaaa,Q: How much wood could a wood chuck chuck if a wood chuck could chuck wood?<br>A: Ahhh  I Remeberr Thesee Days! Ahh Connor And Steviee ;),How much wood could a wood chuck chuck if a wood chuck could chuck wood?, Ahhh  I Remeberr Thesee Days! Ahh Connor And Steviee ;),None,No,0,,No,0,,No,0,, Ahhh  I Remeberr Thesee Days! Ahh Connor And Steviee ;)
1483,teaachgee,Q: What was your last awkward moment?<br>A: Hmm we just had one but i cant remember what it was..haha oh well,What was your last awkward moment?, Hmm we just had one but i cant remember what it was..haha oh well,ChloroformGRL,No,0,,No,None,,No,0,, Hmm we just had one but i cant remember what it was..haha oh well
1484,avlarios,Q: Do I look like zach?<br>A: Do I like look zach?,Do I look like zach?, Do I like look zach?,yarravii,No,0,,No,0,,No,0,, Do I like look zach?
1485,zooshay,Q: have you ever tried italian soda?<br>A: like sarsperella,have you ever tried italian soda?, like sarsperella,GeeEmmAyySee,No,0,,No,0,,No,0,, like sarsperella
1486,freshswagg21,Q: Is there any song you wish would disappear off the face of the earth?<br>A: haha idk the ones they play on the radio over &amp; over i hate it:),Is there any song you wish would disappear off the face of the earth?, haha idk the ones they play on the radio over &amp; over i hate it:),GaGaLand,No,0,,No,0,,No,0,no, haha idk the ones they play on the radio over &amp; over i hate it:)
1487,outlaw9000,Q: What American War Hero interests you  if any? Why?<br>A: MaCarther he was a reall American Ass Hole,What American War Hero interests you  if any? Why?, MaCarther he was a reall American Ass Hole,None,No,0,,No,0,,No,0,, MaCarther he was a reall American Ass Hole
1488,teaachgee,Q: Always wear your seat belt?<br>A: yepp,Always wear your seat belt?, yepp,SamsHairTugger,No,0,,No,0,,No,0,, yepp
1489,outlaw9000,Q: What are your thoughts on the oil spill>?<br>A: Fucking BP ! ! all the short cuts they took   just to save a few dollars that NOW is going to cost them almost a billion or more. AND they managed to fuck up our Planet even more. Thanks BP ! ! Fuckers ! !,What are your thoughts on the oil spill>?, Fucking BP ! ! all the short cuts they took   just to save a few dollars that NOW is going to cost them almost a billion or more. AND they managed to fuck up our Planet even more. Thanks BP ! ! Fuckers ! !,None,No,0,None,No,0,,No,0,, Fucking BP ! ! all the short cuts they took   just to save a few dollars that NOW is going to cost them almost a billion or more. AND they managed to fuck up our Planet even more. Thanks BP ! ! Fuckers ! !
1490,fafizhott,Q: Who&#039;s your favorite musician?<br>A: KE$HA!!!!,Who&#;s your favorite musician?, KE$HA!!!!,None,No,0,,No,0,,No,0,, KE$HA!!!!
1491,freshswagg21,Q: qhetinq it in wif that nasty white qirl lMAO?<br>A: hahaha why you askk you something:)she look ok:),qhetinq it in wif that nasty white qirl lMAO?, hahaha why you askk you something:)she look ok:),SHEmakesYOUwet,No,0,,No,0,,Yes,3,that nasty white qirl, hahaha why you askk you something:)she look ok:)
1492,teaachgee,Q: What color is your toothbrush?<br>A: magenta and white :],What color is your toothbrush?, magenta and white :],SamsHairTugger,No,0,,No,0,,No,0,, magenta and white :]
1493,zooshay,Q: look back at it - Ta Ta<br>A: im looking at what with who ta ta lol,look back at it - Ta Ta, im looking at what with who ta ta lol,Trebla1,No,0,,No,0,,No,0,, im looking at what with who ta ta lol
1494,avlarios,Q: thats perposly hahaha ugh i cant speell ):r leave me alone ha jkr Never (:<br>A: hahaha i know what u meant babe d: hah  i would never think about leaving u alone! unless u really wanted me too d:,thats perposly hahaha ugh i cant speell ):r leave me alone ha jkr Never (:, hahaha i know what u meant babe d: hah  i would never think about leaving u alone! unless u really wanted me too d:,mickvick,No,0,,No,0,,Yes,1,i would never think about leaving u alone!, hahaha i know what u meant babe d: hah  i would never think about leaving u alone! unless u really wanted me too d:
1495,outlaw9000,Q: What are you wearing atm ? I&#039;m still in pj bottoms  a pink t shirt and a bath robe (its still chilly) (:<br>A: red shirt with white stripes  black jeans and and cowboy boots,What are you wearing atm ? I&#;m still in pj bottoms  a pink t shirt and a bath robe (its still chilly) (:, red shirt with white stripes  black jeans and and cowboy boots,None,No,0,,No,0,,No,0,, red shirt with white stripes  black jeans and and cowboy boots
1496,guiltyypleasure,Q: Are you wearing the p<br>A: I'm not wearing,Are you wearing the p, I'm not wearing,None,No,0,,No,0,,No,0,, I'm not wearing
1497,teaachgee,Q: What is one unique thing about you?<br>A: I care wayy to much.,What is one unique thing about you?, I care wayy to much.,emahsnouoy,No,0,,No,0,,No,None,None, I care wayy to much.
1498,h0ttb0i,Q: ! w@nN@ l!qqhH+ y0 d!(K 0N f!r3 N d3nN sM0k3 !t w!+ m@ v@q!n@<br>A: lol yew on sum otha shxt nd not even dressed in all black,! w@nN@ l!qqhH+ y d!(K N f!r N dnN sMk !t w!+ m@ v@q!n@, lol yew on sum otha shxt nd not even dressed in all black,None,No,0,,Yes,5,-! w@nN@ l!qqhH+ y0 d!(K 0N f!r3 N d3nN sM0k3 !t w!+ m@ v@q!n@,No,0,, lol yew on sum otha shxt nd not even dressed in all black
1499,lauraaatxd,Q: http://www.e-castig.com/index.php?r=G1x72<br>A: gayyyyy -.-,http://www.e-castig.com/index.php?r=Gx, gayyyyy -.-,None,No,0,,Yes,4,gayyyyy,Yes,5,gayyyyy -.-, gayyyyy -.-
1500,freshswagg21,Q: what&apos;s good?<br>A: just chillen jamin to my song &amp; you:),what&apos;s good?, just chillen jamin to my song &amp; you:),Chulitax3,No,0,,No,0,,No,0,, just chillen jamin to my song &amp; you:)
1501,teaachgee,Q: Do you like wild parties with lots of people?:<br>A: somet,Do you like wild parties with lots of people?:, somet,rubinathy15,No,0,,No,0,,No,0,, somet
1502,avlarios,Q: I say tomorrow! &amp; I dunno whereverz!(:<br>A: i cant tomorrow  i'm going to edc with zach and thad,I say tomorrow! &amp; I dunno whereverz!(:, i cant tomorrow  i'm going to edc with zach and thad,None,No,0,,No,0,,No,0,, i cant tomorrow  i'm going to edc with zach and thad
1503,aprilpooh15,Q: do you have a bf??<br>A: Nope ;/ Bhut Not Having a BF doesnt mean The WORLD ends;] I guess im waiting 4 the 1  ya kno? Hbu mamas?!,do you have a bf??, Nope ;/ Bhut Not Having a BF doesnt mean The WORLD ends;] I guess im waiting 4 the 1  ya kno? Hbu mamas?!,flywithme,No,0,,No,0,,No,0,, Nope ;/ Bhut Not Having a BF doesnt mean The WORLD ends;] I guess im waiting 4 the 1  ya kno? Hbu mamas?!
1504,kellyblake1,Q: Why are there seeds in seeded grapes  but no bones in a boned fillet? hmmm...<br>A: I would totally never buy a boned fillet if that was the case.. I can see the headlines now &quot;Anyone for chicken bone? Anyone for chicken bone? Oh yes  and the little bit of meat that surrounds it...&quot;,Why are there seeds in seeded grapes  but no bones in a boned fillet? hmmm..., I would totally never buy a boned fillet if that was the case.. I can see the headlines now &quot;Anyone for chicken bone? Anyone for chicken bone? Oh yes  and the little bit of meat that surrounds it...&quot;,None,No,0,,No,0,,No,0,, I would totally never buy a boned fillet if that was the case.. I can see the headlines now &quot;Anyone for chicken bone? Anyone for chicken bone? Oh yes  and the little bit of meat that surrounds it...&quot;
